# Categories:
# 1 = Music & Audio
# 2 = Makers & To-Makes
# 3 = Nature & Discoveries
# 4 = Scientific Expositions
# 5 = Engineering & Technology
# 6 = Mathematics & Puzzles
# 7 = Visual Media & Critiques
# 8 = Entertainers & Comedy
# 9 = Philosophies & Politics
# 10 = Outdoor Sports & Climbing
# 11 = Institutes & Organizations
# 12 = Uncategorized & Uncategorizable
Channel Url, Channel Title, Category Id
http://www.youtube.com/channel/UCVpankR4HtoAVtYnFDUieYA, Ze Frank, 8
http://www.youtube.com/channel/UCWvq4kcdNI1r1jZKFw9TiUA, ScienceClic English, 4
http://www.youtube.com/channel/UCWx-9tUBYtpVVchhNVDchSw, 青蛙刀圣1993, 9
http://www.youtube.com/channel/UCWxiO_Br1awgEjy79VItspQ, Ant Lab, 3
http://www.youtube.com/channel/UCX1r6-956FHoCvsxEKQpjXA, Jellyfish Farm, 3
http://www.youtube.com/channel/UCX1ztT76CZfs29aGK9Nn7_A, Corporals Corner, 10
http://www.youtube.com/channel/UCX981hh-RI_L1QOwV08osNA, Aaed Musa, 2
http://www.youtube.com/channel/UCXIRZeKsc2lErllD3CugjmQ, Little_Dolphin5, 10
http://www.youtube.com/channel/UCXSCm3S2XZHLBz8kH0N5Heg, Vet Ranch, 8
http://www.youtube.com/channel/UCXUPKJO5MZQN11PqgIvyuvQ, Andrej Karpathy, 6
http://www.youtube.com/channel/UCXXIjcs3YojaedFlKMvJeew, 国仁全球大学堂, 9
http://www.youtube.com/channel/UCXYGUeekJCrBpM32yaJpjRw, Wallace & Gromit, 8
http://www.youtube.com/channel/UCXgXjojxxGOzQ8FeaTCTm3Q, Bioactive UKFluids, 11
http://www.youtube.com/channel/UCXvKDZ1p5gTiTdGwh9Ea6Iw, OneMinuteThings, 6
http://www.youtube.com/channel/UCY9BG4A03eLQn-i7IALdUjA, fish code studios, 3
http://www.youtube.com/channel/UCYO_jab_esuFRV4b17AJtAw, 3Blue1Brown, 6
http://www.youtube.com/channel/UCYbH8CWlZkNgoE8EY0SoE3g, 硬件茶谈, 5
http://www.youtube.com/channel/UCYeF244yNGuFefuFKqxIAXw, The Royal Institution, 11
http://www.youtube.com/channel/UCYfJG6cGfW84FVLuy7semEg, 观视频工作室 Guan Video, 9
http://www.youtube.com/channel/UCZHmQk67mSJgfCCTn7xBfew, Yannic Kilcher, 5
http://www.youtube.com/channel/UCZpvLeZDtm8mmmvwgBrNVyg, KLR Productions, 8
http://www.youtube.com/channel/UC_7p3yqxNR24i-9Qtu1Haxg, floatwheel, 10
http://www.youtube.com/channel/UC_9AeV5Riy9AsIJZEsnsCDw, 箭厂ArrowFactory Doc, 7
http://www.youtube.com/channel/UC_QG8miwKHFNuWY9VpkrI8w, Cateen かてぃん, 1
http://www.youtube.com/channel/UC__2HUqq7EBo5EbUZW_U6UA, 河马史诗, 9
http://www.youtube.com/channel/UC_cznB5YZZmvAmeq7Y3EriQ, Stated Clearly, 4
http://www.youtube.com/channel/UC_gSotrFVZ_PiAxo3fTQVuQ, Magnus Midtbø, 10
http://www.youtube.com/channel/UC_rLZ-cBPWNLGbctIkjomKw, Aliaksei Zholner, 2
http://www.youtube.com/channel/UCaCfi0KmVTnjhI8KEVWdR0g, 仮装大賞公式チャンネル, 8
http://www.youtube.com/channel/UCaFbEXMbLW_EDKWElYSeyyQ, biopolyhedron, 4
http://www.youtube.com/channel/UCaSlyjhR4WC7QhYuaivxb6g, Nathan Rich, 9
http://www.youtube.com/channel/UCb-6zoH3lxsrrdqvV8kdhrg, kiki lem, 7
http://www.youtube.com/channel/UCbNvfx3rYYxEopnRGxfu53Q, Joseph's Machines, 8
http://www.youtube.com/channel/UCbbQalJ4OaC0oQ0AqRaOJ9g, Jay and Mark, 4
http://www.youtube.com/channel/UCbfYPyITQ-7l4upoX8nvctg, Two Minute Papers, 5
http://www.youtube.com/channel/UCbwp5B-uDBy-fS4bDA0TEaw, BBC Earth Explore, 11
http://www.youtube.com/channel/UCbz-g809KnmGFrdx-VmnGxw, MagicMason1000, 1
http://www.youtube.com/channel/UCcBp_9YPyma4c3HTadmRJ3Q, Nature on PBS, 11
http://www.youtube.com/channel/UCcGM3aVEJ6SrH5UtfZ80YHQ, 工科男孙老师 频道迁移中, 5
http://www.youtube.com/channel/UCcMLuNOTBDbSVXT3i5Itzsg, Uncle John Wyatt, 8
http://www.youtube.com/channel/UCcNyzOCKvyMBaA4iQVgO9EQ, MyBackyardBirding, 3
http://www.youtube.com/channel/UCciQ8wFcVoIIMi-lfu8-cjQ, Anton Petrov, 5
http://www.youtube.com/channel/UCcicEeaznk6-mhwny6vuMeQ, Old Things Never Die, 2
http://www.youtube.com/channel/UCckETVOT59aYw80B36aP9vw, MatthiasWandel, 2
http://www.youtube.com/channel/UCd4FmcWIVdWAy0-Q8OJBloQ, 사나고 Sanago, 2
http://www.youtube.com/channel/UCdBrXvlJn60zgpIQcZ0Fe7w, WEHImovies, 7
http://www.youtube.com/channel/UCdJ6F8A1AC4XL55E8ZC6cmA, Birdbox Studio, 8
http://www.youtube.com/channel/UCdJ9oJ2GUF8Vmb-G63ldGWg, Reactions, 4
http://www.youtube.com/channel/UCdPui8EYr_sX6q1xNXCRPXg, STORROR, 10
http://www.youtube.com/channel/UCdSenyHIY-kzhdz21CpBISA, Kaplamino, 2
http://www.youtube.com/channel/UCdXCDBx-E4S28GCAypXXHiw, Stereokroma, 7
http://www.youtube.com/channel/UCdbetV_5wxUnBTdb_d51qoA, Synthet, 1
http://www.youtube.com/channel/UCdcemy56JtVTrsFIOoqvV8g, ANDREW HUANG, 1
http://www.youtube.com/channel/UCdgSU3Os5wHCqe80DqW22vQ, 小王Albert, 9
http://www.youtube.com/channel/UCdkQzfvvGV5BdVmsPUNi4Dw, Betch, 8
http://www.youtube.com/channel/UCdmAhiG8HQDlz8uyekw4ENw, Inigo Quilez, 6
